BBA: <1,10>; 
MEH: <15,7>; 
MEK: <15,10>; 
MEJ: <15,9>; 
MEM: <15,2>; 
MEL: <15,1>; 
MEO: <15,4>; 
MEN: <15,3>; 
MEQ: <15,6>; 
MEP: <15,5>; 
MES: <15,8>; 
MER: <15,7>; 
MEU: <15,10>; 
MET: <15,9>; 
MEW: <15,2>; 
MEV: <15,1>; 
MEY: <15,4>; 
MEX: <15,3>; 
MFB: <15,6>; 
MFA: <15,5>; 
MFD: <15,8>; 
MFC: <15,7>; 
MFF: <15,10>; 
MFE: <15,9>; 
MFH: <15,2>; 
MFG: <15,1>; 
MFJ: <15,4>; 
MFI: <15,3>; 
MFL: <15,6>; 
MFK: <15,5>; 
MFN: <15,8>; 
MFM: <15,7>; 
MFP: <15,10>; 
MFO: <15,9>; 
MFR: <15,2>; 
MFQ: <15,1>; 
MFT: <15,4>; 
MFS: <15,3>; 
MFV: <15,6>; 
MFU: <15,5>; 
MFX: <15,8>; 
MFW: <15,7>; 
MFY: <15,9>; 
MGA: <15,10>; 
MGC: <15,2>; 
MGB: <15,1>; 
MGE: <15,4>; 
MGD: <15,3>; 
MGG: <15,6>; 
MGF: <15,5>; 
MGI: <15,8>; 
MGH: <15,7>; 
MGK: <15,10>; 
MGJ: <15,9>; 
MGM: <15,2>; 
MGL: <15,1>; 
MGO: <15,4>; 
MGN: <15,3>; 
MGQ: <15,6>; 
MGP: <15,5>; 
MGS: <15,8>; 
MGR: <15,7>; 
MGU: <15,10>; 
MGT: <15,9>; 
MGW: <15,2>; 
MGV: <15,1>; 
MGY: <15,4>; 
MGX: <15,3>; 
MHB: <15,6>; 
MHA: <15,5>; 
MHD: <15,8>; 
MHC: <15,7>; 
MHF: <15,10>; 
MHE: <15,9>; 
MHH: <15,2>; 
MHG: <15,1>; 
MHJ: <15,4>; 
MHI: <15,3>; 
MHL: <15,6>; 
MHK: <15,5>; 
MHN: <15,8>; 
MHM: <15,7>; 
MHP: <15,10>; 
MHO: <15,9>; 
MHR: <15,2>; 
MHQ: <15,1>; 
MHT: <15,4>; 
MHS: <15,3>; 
MHV: <15,6>; 
MHU: <15,5>; 
MHX: <15,8>; 
MHW: <15,7>; 
MHY: <15,9>; 
MIA: <15,10>; 
MIC: <15,2>; 
MIB: <15,1>; 
MIE: <15,4>; 
MID: <15,3>; 
MIG: <15,6>; 
MIF: <15,5>; 
MII: <15,8>; 
MIH: <15,7>; 
MIK: <15,10>; 
MIJ: <15,9>; 
MIM: <15,2>; 
MIL: <15,1>; 
MIO: <15,4>; 
MIN: <15,3>; 
MIQ: <15,6>; 
MIP: <15,5>; 
MIS: <15,8>; 
MIR: <15,7>; 
MIU: <15,10>; 
MIT: <15,9>; 
MIW: <15,2>; 
MIV: <15,1>; 
MIY: <15,4>; 
MIX: <15,3>; 
MJB: <15,6>; 
MJA: <15,5>; 
MJD: <15,8>; 
MJC: <15,7>; 
MJF: <15,10>; 
MJE: <15,9>; 
MJH: <15,2>; 
MJG: <15,1>; 
MJJ: <15,4>; 
MJI: <15,3>; 
MJL: <15,6>; 
MJK: <15,5>; 
MJN: <15,8>; 
MJM: <15,7>; 
MJP: <15,10>; 
MJO: <15,9>; 
MJR: <15,2>; 
MJQ: <15,1>; 
MJT: <15,4>; 
MJS: <15,3>; 
MJV: <15,6>; 
MJU: <15,5>; 
MJX: <15,8>; 
MJW: <15,7>; 
MJY: <15,9>; 
MKA: <15,10>; 
MKC: <15,2>; 
MKB: <15,1>; 
MKE: <15,4>; 
MKD: <15,3>; 
MKG: <15,6>; 
MKF: <15,5>; 
MKI: <15,8>; 
MKH: <15,7>; 
MKK: <15,10>; 
MKJ: <15,9>; 
MKM: <15,2>; 
MKL: <15,1>; 
MKO: <15,4>; 
MKN: <15,3>; 
MKQ: <15,6>; 
MKP: <15,5>; 
MKS: <15,8>; 
MKR: <15,7>; 
MKU: <15,10>; 
MKT: <15,9>; 
MKW: <15,2>; 
MKV: <15,1>; 
MKY: <15,4>; 
MKX: <15,3>; 
MLB: <15,6>; 
MLA: <15,5>; 
MLD: <15,8>; 
MLC: <15,7>; 
MLF: <15,10>; 
MLE: <15,9>; 
MLH: <15,2>; 
MLG: <15,1>; 
MLJ: <15,4>; 
MLI: <15,3>; 
MLL: <15,6>; 
MLK: <15,5>; 
MLN: <15,8>; 
MLM: <15,7>; 
MLP: <15,10>; 
MLO: <15,9>; 
MLR: <15,2>; 
MLQ: <15,1>; 
MLT: <15,4>; 
MLS: <15,3>; 
MLV: <15,6>; 
MLU: <15,5>; 
MLX: <15,8>; 
MLW: <15,7>; 
MLY: <15,9>; 
MMA: <15,10>; 
MMC: <15,2>; 
MMB: <15,1>; 
MME: <15,4>; 
MMD: <15,3>; 
MMG: <15,6>; 
MMF: <15,5>; 
MMI: <15,8>; 
MMH: <15,7>; 
MMK: <15,10>; 
MMJ: <15,9>; 
MMM: <15,2>; 
MML: <15,1>; 
MMO: <15,4>; 
MMN: <15,3>; 
MMQ: <15,6>; 
MMP: <15,5>; 
MMS: <15,8>; 
MMR: <15,7>; 
MMU: <15,10>; 
MMT: <15,9>; 
MMW: <15,2>; 
MMV: <15,1>; 
MMY: <15,4>; 
MMX: <15,3>; 
MNB: <15,6>; 
MNA: <15,5>; 
MND: <15,8>; 
MNC: <15,7>; 
MNF: <15,10>; 
MNE: <15,9>; 
MNH: <15,2>; 
MNG: <15,1>; 
MNJ: <15,4>; 
MNI: <15,3>; 
MNL: <15,6>; 
MNK: <15,5>; 
MNN: <15,8>; 
MNM: <15,7>; 
MNP: <15,10>; 
MNO: <15,9>; 
MNR: <15,2>; 
MNQ: <15,1>; 
MNT: <15,4>; 
MNS: <15,3>; 
MNV: <15,6>; 
MNU: <15,5>; 
MNX: <15,8>; 
MNW: <15,7>; 
MNY: <15,9>; 
MOA: <15,10>; 
MOC: <15,2>; 
MOB: <15,1>; 
MOE: <15,4>; 
MOD: <15,3>; 
MOG: <15,6>; 
MOF: <15,5>; 
MOI: <15,8>; 
MOH: <15,7>; 
MOK: <15,10>; 
MOJ: <15,9>; 
MOM: <15,2>; 
MOL: <15,1>; 
MOO: <15,4>; 
MON: <15,3>; 
MOQ: <15,6>; 
MOP: <15,5>; 
MOS: <15,8>; 
MOR: <15,7>; 
MOU: <15,10>; 
MOT: <15,9>; 
MOW: <15,2>; 
MOV: <15,1>; 
MOY: <15,4>; 
MOX: <15,3>; 
MPB: <15,6>; 
MPA: <15,5>; 
MPD: <15,8>; 
MPC: <15,7>; 
MPF: <15,10>; 
MPE: <15,9>; 
MPH: <15,2>; 
MPG: <15,1>; 
MPJ: <15,4>; 
MPI: <15,3>; 
MPL: <15,6>; 
MPK: <15,5>; 
MPN: <15,8>; 
MPM: <15,7>; 
MPP: <15,10>; 
MPO: <15,9>; 
MPR: <15,2>; 
MPQ: <15,1>; 
MPT: <15,4>; 
MPS: <15,3>; 
MPV: <15,6>; 
MPU: <15,5>; 
MPX: <15,8>; 
MPW: <15,7>; 
MPY: <15,9>; 
MQA: <15,10>; 
MQC: <15,2>; 
MQB: <15,1>; 
MQE: <15,4>; 
MQD: <15,3>; 
MQG: <15,6>; 
MQF: <15,5>; 
MQI: <15,8>; 
MQH: <15,7>; 
MQK: <15,10>; 
MQJ: <15,9>; 
MQM: <15,2>; 
MQL: <15,1>; 
MQO: <15,4>; 
MQN: <15,3>; 
MQQ: <15,6>; 
MQP: <15,5>; 
MQS: <15,8>; 
MQR: <15,7>; 
MQU: <15,10>; 
MQT: <15,9>; 
MQW: <15,2>; 
MQV: <15,1>; 
MQY: <15,4>; 
MQX: <15,3>; 
MRB: <15,6>; 
MRA: <15,5>; 
MRD: <15,8>; 
MRC: <15,7>; 
MRF: <15,10>; 
MRE: <15,9>; 
MRH: <15,2>; 
MRG: <15,1>; 
MRJ: <15,4>; 
MRI: <15,3>; 
MRL: <15,6>; 
MRK: <15,5>; 
MRN: <15,8>; 
MRM: <15,7>; 
MRP: <15,10>; 
MRO: <15,9>; 
MRR: <15,2>; 
MRQ: <15,1>; 
MRT: <15,4>; 
MRS: <15,3>; 
MRV: <15,6>; 
MRU: <15,5>; 
MRX: <15,8>; 
MRW: <15,7>; 
MRY: <15,9>; 
MSA: <15,10>; 
MSC: <15,2>; 
MSB: <15,1>; 
MSE: <15,4>; 
MSD: <15,3>; 
MSG: <15,6>; 
MSF: <15,5>; 
MSI: <15,8>; 
MSH: <15,7>; 
MSK: <15,10>; 
MSJ: <15,9>; 
MSM: <15,2>; 
MSL: <15,1>; 
MSO: <15,4>; 
MSN: <15,3>; 
MSQ: <15,6>; 
MSP: <15,5>; 
MSS: <15,8>; 
MSR: <15,7>; 
MSU: <15,10>; 
MST: <15,9>; 
MSW: <15,2>; 
MSV: <15,1>; 
MSY: <15,4>; 
MSX: <15,3>; 
MTB: <15,6>; 
MTA: <15,5>; 
MTD: <15,8>; 
MTC: <15,7>; 
MTF: <15,10>; 
MTE: <15,9>; 
MTH: <15,2>; 
MTG: <15,1>; 
MTJ: <15,4>; 
MTI: <15,3>; 
MTL: <15,6>; 
MTK: <15,5>; 
MTN: <15,8>; 
MTM: <15,7>; 
MTP: <15,10>; 
MTO: <15,9>; 
MTR: <15,2>; 
MTQ: <15,1>; 
MTT: <15,4>; 
MTS: <15,3>; 
MTV: <15,6>; 
MTU: <15,5>; 
MTX: <15,8>; 
MTW: <15,7>; 
MTY: <15,9>; 
MUA: <15,10>; 
MUC: <16,2>; 
MUB: <16,1>; 
MUE: <16,4>; 
MUD: <16,3>; 
MUG: <16,6>; 
MUF: <16,5>; 
MUI: <16,8>; 
MUH: <16,7>; 
MUK: <16,10>; 
MUJ: <16,9>; 
MUM: <16,2>; 
MUL: <16,1>; 
MUO: <16,4>; 
MUN: <16,3>; 
MUQ: <16,6>; 
MUP: <16,5>; 
MUS: <16,8>; 
MUR: <16,7>; 
MUU: <16,10>; 
MUT: <16,9>; 
MUW: <16,2>; 
MUV: <16,1>; 
MUY: <16,4>; 
MUX: <16,3>; 
MVB: <16,6>; 
MVA: <16,5>; 
MVD: <16,8>; 
MVC: <16,7>; 
MVF: <16,10>; 
MVE: <16,9>; 
MVH: <16,2>; 
MVG: <16,1>; 
MVJ: <16,4>; 
MVI: <16,3>; 
MVL: <16,6>; 
MVK: <16,5>; 
MVN: <16,8>; 
MVM: <16,7>; 
MVP: <16,10>; 
MVO: <16,9>; 
MVR: <16,2>; 
MVQ: <16,1>; 
MVT: <16,4>; 
MVS: <16,3>; 
MVV: <16,6>; 
MVU: <16,5>; 
MVX: <16,8>; 
MVW: <16,7>; 
MVY: <16,9>; 
MWA: <16,10>; 
MWC: <16,2>; 
MWB: <16,1>; 
MWE: <16,4>; 
MWD: <16,3>; 
MWG: <16,6>; 
MWF: <16,5>; 
MWI: <16,8>; 
MWH: <16,7>; 
MWK: <16,10>; 
MWJ: <16,9>; 
MWM: <16,2>; 
MWL: <16,1>; 
MWO: <16,4>; 
MWN: <16,3>; 
MWQ: <16,6>; 
MWP: <16,5>; 
MWS: <16,8>; 
MWR: <16,7>; 
MWU: <16,10>; 
MWT: <16,9>; 
MWW: <16,2>; 
MWV: <16,1>; 
MWY: <16,4>; 
MWX: <16,3>; 
MXB: <16,6>; 
MXA: <16,5>; 
MXD: <16,8>; 
MXC: <16,7>; 
MXF: <16,10>; 
MXE: <16,9>; 
MXH: <16,2>; 
MXG: <16,1>; 
MXJ: <16,4>; 
MXI: <16,3>; 
MXL: <16,6>; 
MXK: <16,5>; 
MXN: <16,8>; 
MXM: <16,7>; 
MXP: <16,10>; 
MXO: <16,9>; 
MXR: <16,2>; 
MXQ: <16,1>; 
MXT: <16,4>; 
MXS: <16,3>; 
MXV: <16,6>; 
MXU: <16,5>; 
MXX: <16,8>; 
MXW: <16,7>; 
MXY: <16,9>; 
MYA: <16,10>; 
MYC: <16,2>; 
MYB: <16,1>; 
MYE: <16,4>; 
MYD: <16,3>; 
MYG: <16,6>; 
MYF: <16,5>; 
MYI: <16,8>; 
MYH: <16,7>; 
MYK: <16,10>; 
MYJ: <16,9>; 
MYM: <16,2>; 
MYL: <16,1>; 
MYO: <16,4>; 
MYN: <16,3>; 
MYQ: <16,6>; 
MYP: <16,5>; 
MYS: <16,8>; 
MYR: <16,7>; 
MYU: <16,10>; 
MYT: <16,9>; 
MYW: <16,2>; 
MYV: <16,1>; 
MYY: <16,4>; 
MYX: <16,3>; 
NAB: <16,6>; 
NAA: <16,5>; 
NAD: <16,8>; 
NAC: <16,7>; 
NAF: <16,10>; 
NAE: <16,9>; 
NAH: <16,2>; 
NAG: <16,1>; 
NAJ: <16,4>; 
NAI: <16,3>; 
NAL: <16,6>; 
NAK: <16,5>; 
NAN: <16,8>; 
NAM: <16,7>; 
NAP: <16,10>; 
NAO: <16,9>; 
NAR: <16,2>; 
NAQ: <16,1>; 
NAT: <16,4>; 
NAS: <16,3>; 
NAV: <16,6>; 
NAU: <16,5>; 
NAX: <16,8>; 
NAW: <16,7>; 
NAY: <16,9>; 
NBA: <16,10>; 
NBC: <16,2>; 
NBB: <16,1>; 
NBE: <16,4>; 
NBD: <16,3>; 
NBG: <16,6>; 
NBF: <16,5>; 
NBI: <16,8>; 
NBH: <16,7>; 
NBK: <16,10>; 
NBJ: <16,9>; 
NBM: <16,2>; 
NBL: <16,1>; 
NBO: <16,4>; 
NBN: <16,3>; 
NBQ: <16,6>; 
NBP: <16,5>; 
NBS: <16,8>; 
NBR: <16,7>; 
NBU: <16,10>; 
NBT: <16,9>; 
NBW: <16,2>; 
NBV: <16,1>; 
NBY: <16,4>; 
NBX: <16,3>; 
NCB: <16,6>; 
NCA: <16,5>; 
NCD: <16,8>; 
NCC: <16,7>; 
NCF: <16,10>; 
NCE: <16,9>; 
NCH: <16,2>; 
NCG: <16,1>; 
NCJ: <16,4>; 
NCI: <16,3>; 
NCL: <16,6>; 
NCK: <16,5>; 
NCN: <16,8>; 
NCM: <16,7>; 
NCP: <16,10>; 
NCO: <16,9>; 
NCR: <16,2>; 
NCQ: <16,1>; 
NCT: <16,4>; 
NCS: <16,3>; 
NCV: <16,6>; 
NCU: <16,5>; 
NCX: <16,8>; 
NCW: <16,7>; 
NCY: <16,9>; 
NDA: <16,10>; 
NDC: <16,2>; 
NDB: <16,1>; 
NDE: <16,4>; 
NDD: <16,3>; 
NDG: <16,6>; 
NDF: <16,5>; 
NDI: <16,8>; 
NDH: <16,7>; 
NDK: <16,10>; 
NDJ: <16,9>; 
NDM: <16,2>; 
NDL: <16,1>; 
NDO: <16,4>; 
NDN: <16,3>; 
NDQ: <16,6>; 
NDP: <16,5>; 
NDS: <16,8>; 
NDR: <16,7>; 
NDU: <16,10>; 
NDT: <16,9>; 
NDW: <16,2>; 
NDV: <16,1>; 
NDY: <16,4>; 
NDX: <16,3>; 
NEB: <16,6>; 
NEA: <16,5>; 
NED: <16,8>; 
NEC: <16,7>; 
NEF: <16,10>; 
NEE: <16,9>; 
NEH: <16,2>; 
NEG: <16,1>; 
NEJ: <16,4>; 
NEI: <16,3>; 
NEL: <16,6>; 
NEK: <16,5>; 
NEN: <16,8>; 
NEM: <16,7>; 
NEP: <16,10>; 
NEO: <16,9>; 
NER: <16,2>; 
NEQ: <16,1>; 
NET: <16,4>; 
NES: <16,3>; 
NEV: <16,6>; 
NEU: <16,5>; 
NEX: <16,8>; 
NEW: <16,7>; 
NEY: <16,9>; 
NFA: <16,10>; 
NFC: <16,2>; 
NFB: <16,1>; 
NFE: <16,4>; 
NFD: <16,3>; 
NFG: <16,6>; 
NFF: <16,5>; 
NFI: <16,8>; 
NFH: <16,7>; 
NFK: <16,10>; 
NFJ: <16,9>; 
NFM: <16,2>; 
NFL: <16,1>; 
NFO: <16,4>; 
NFN: <16,3>; 
NFQ: <16,6>; 
NFP: <16,5>; 
NFS: <16,8>; 
NFR: <16,7>; 
NFU: <16,10>; 
NFT: <16,9>; 
NFW: <16,2>; 
NFV: <16,1>; 
NFY: <16,4>; 
NFX: <16,3>; 
NGB: <16,6>; 
NGA: <16,5>; 
NGD: <16,8>; 
NGC: <16,7>; 
NGF: <16,10>; 
NGE: <16,9>; 
NGH: <16,2>; 
NGG: <16,1>; 
NGJ: <16,4>; 
NGI: <16,3>; 
NGL: <16,6>; 
NGK: <16,5>; 
NGN: <16,8>; 
NGM: <16,7>; 
NGP: <16,10>; 
NGO: <16,9>; 
NGR: <16,2>; 
NGQ: <16,1>; 
NGT: <16,4>; 
NGS: <16,3>; 
NGV: <16,6>; 
NGU: <16,5>; 
NGX: <16,8>; 
NGW: <16,7>; 
NGY: <16,9>; 
NHA: <16,10>; 
NHC: <16,2>; 
NHB: <16,1>; 
NHE: <16,4>; 
NHD: <16,3>; 
NHG: <16,6>; 
NHF: <16,5>; 
NHI: <16,8>; 
NHH: <16,7>; 
NHK: <16,10>; 
NHJ: <16,9>; 
NHM: <16,2>; 
NHL: <16,1>; 
NHO: <16,4>; 
NHN: <16,3>; 
NHQ: <16,6>; 
NHP: <16,5>; 
NHS: <16,8>; 
NHR: <16,7>; 
NHU: <16,10>; 
NHT: <16,9>; 
NHW: <16,2>; 
NHV: <16,1>; 
NHY: <16,4>; 
NHX: <16,3>; 
NIB: <16,6>; 
NIA: <16,5>; 
NID: <16,8>; 
NIC: <16,7>; 
NIF: <16,10>; 
NIE: <16,9>; 
NIH: <16,2>; 
NIG: <16,1>; 
NIJ: <16,4>; 
NII: <16,3>; 
NIL: <16,6>; 
NIK: <16,5>; 
NIN: <16,8>; 
NIM: <16,7>; 
NIP: <16,10>; 
NIO: <16,9>; 
NIR: <16,2>; 
NIQ: <16,1>; 
NIT: <16,4>; 
NIS: <16,3>; 
NIV: <16,6>; 
NIU: <16,5>; 
NIX: <16,8>; 
NIW: <16,7>; 
NIY: <16,9>; 
NJA: <16,10>; 
NJC: <16,2>; 
NJB: <16,1>; 
NJE: <16,4>; 
NJD: <16,3>; 
NJG: <16,6>; 
NJF: <16,5>; 
NJI: <16,8>; 
NJH: <16,7>; 
NJK: <16,10>; 
NJJ: <16,9>; 
NJM: <16,2>; 
NJL: <16,1>; 
NJO: <16,4>; 
NJN: <16,3>; 
NJQ: <16,6>; 
NJP: <16,5>; 
NJS: <16,8>; 
NJR: <16,7>; 
NJU: <16,10>; 
NJT: <16,9>; 
NJW: <16,2>; 
NJV: <16,1>; 
NJY: <16,4>; 
NJX: <16,3>; 
NKB: <16,6>; 
NKA: <16,5>; 
NKD: <16,8>; 
NKC: <16,7>; 
NKF: <16,10>; 
NKE: <16,9>; 
NKH: <16,2>; 
NKG: <16,1>; 
NKJ: <16,4>; 
NKI: <16,3>; 
NKL: <16,6>; 
NKK: <16,5>; 
NKN: <16,8>; 
NKM: <16,7>; 
NKP: <16,10>; 
NKO: <16,9>; 
NKR: <16,2>; 
NKQ: <16,1>; 
NKT: <16,4>; 
NKS: <16,3>; 
NKV: <16,6>; 
NKU: <16,5>; 
NKX: <16,8>; 
NKW: <16,7>; 
NKY: <16,9>; 
NLA: <16,10>; 
NLC: <16,2>; 
NLB: <16,1>; 
NLE: <16,4>; 
NLD: <16,3>; 
NLG: <16,6>; 
NLF: <16,5>; 
NLI: <16,8>; 
NLH: <16,7>; 
NLK: <16,10>; 
NLJ: <16,9>; 
NLM: <16,2>; 
NLL: <16,1>; 
NLO: <16,4>; 
NLN: <16,3>; 
NLQ: <16,6>; 
NLP: <16,5>; 
NLS: <16,8>; 
NLR: <16,7>; 
NLU: <16,10>; 
NLT: <16,9>; 
NLW: <16,2>; 
NLV: <16,1>; 
NLY: <16,4>; 
NLX: <16,3>; 
NMB: <16,6>; 
NMA: <16,5>; 
NMD: <16,8>; 
NMC: <16,7>; 
NMF: <16,10>; 
NME: <16,9>; 
NMH: <16,2>; 
NMG: <16,1>; 
NMJ: <16,4>; 
NMI: <16,3>; 
NML: <16,6>; 
NMK: <16,5>; 
NMN: <16,8>; 
NMM: <16,7>; 
NMP: <16,10>; 
NMO: <16,9>; 
NMR: <16,2>; 
NMQ: <16,1>; 
NMT: <16,4>; 
NMS: <16,3>; 
NMV: <16,6>; 
NMU: <16,5>; 
NMX: <16,8>; 
NMW: <16,7>; 
NMY: <16,9>; 
NNA: <16,10>; 
NNC: <16,2>; 
NNB: <16,1>; 
NNE: <16,4>; 
NND: <16,3>; 
NNG: <16,6>; 
NNF: <16,5>; 
NNI: <16,8>; 
NNH: <16,7>; 
NNK: <16,10>; 
NNJ: <16,9>; 
NNM: <16,2>; 
NNL: <16,1>; 
NNO: <16,4>; 
NNN: <16,3>; 
NNQ: <16,6>; 
NNP: <16,5>; 
NNS: <16,8>; 
NNR: <16,7>; 
NNU: <16,10>; 
NNT: <16,9>; 
NNW: <16,2>; 
NNV: <16,1>; 
NNY: <16,4>; 
NNX: <16,3>; 
NOB: <16,6>; 
NOA: <16,5>; 
NOD: <16,8>; 
NOC: <16,7>; 
NOF: <16,10>; 
NOE: <16,9>; 
NOH: <16,2>; 
NOG: <16,1>; 
NOJ: <16,4>; 
NOI: <16,3>; 
NOL: <16,6>; 
NOK: <16,5>; 
NON: <16,8>; 
NOM: <16,7>; 
NOP: <16,10>; 
NOO: <16,9>; 
NOR: <16,2>; 
NOQ: <16,1>; 
NOT: <16,4>; 
NOS: <16,3>; 
NOV: <16,6>; 
NOU: <16,5>; 
NOX: <16,8>; 
NOW: <16,7>; 
NOY: <16,9>; 
NPA: <16,10>; 
NPC: <17,2>; 
NPB: <17,1>; 
NPE: <17,4>; 
NPD: <17,3>; 
NPG: <17,6>; 
NPF: <17,5>; 
NPI: <17,8>; 
NPH: <17,7>; 
NPK: <17,10>; 
NPJ: <17,9>; 
NPM: <17,2>; 
NPL: <17,1>; 
NPO: <17,4>; 
NPN: <17,3>; 
NPQ: <17,6>; 
NPP: <17,5>; 
NPS: <17,8>; 
NPR: <17,7>; 
NPU: <17,10>; 
NPT: <17,9>; 
NPW: <17,2>; 
NPV: <17,1>; 
NPY: <17,4>; 
NPX: <17,3>; 
NQB: <17,6>; 
NQA: <17,5>; 
NQD: <17,8>; 
NQC: <17,7>; 
NQF: <17,10>; 
NQE: <17,9>; 
NQH: <17,2>; 
NQG: <17,1>; 
NQJ: <17,4>; 
NQI: <17,3>; 
NQL: <17,6>; 
NQK: <17,5>; 
NQN: <17,8>; 
NQM: <17,7>; 
NQP: <17,10>; 
NQO: <17,9>; 
NQR: <17,2>; 
NQQ: <17,1>; 
NQT: <17,4>; 
NQS: <17,3>; 
NQV: <17,6>; 
NQU: <17,5>; 
NQX: <17,8>; 
NQW: <17,7>; 
NQY: <17,9>; 
NRA: <17,10>; 
NRC: <17,2>; 
NRB: <17,1>; 
NRE: <17,4>; 
NRD: <17,3>; 
NRG: <17,6>; 
NRF: <17,5>; 
NRI: <17,8>; 
NRH: <17,7>; 
NRK: <17,10>; 
NRJ: <17,9>; 
NRM: <17,2>; 
NRL: <17,1>; 
NRO: <17,4>; 
NRN: <17,3>; 
NRQ: <17,6>; 
NRP: <17,5>; 
NRS: <17,8>; 
NRR: <17,7>; 
NRU: <17,10>; 
NRT: <17,9>; 
NRW: <17,2>; 
NRV: <17,1>; 
NRY: <17,4>; 
NRX: <17,3>; 
NSB: <17,6>; 
NSA: <17,5>; 
NSD: <17,8>; 
NSC: <17,7>; 
NSF: <17,10>; 
NSE: <17,9>; 
NSH: <17,2>; 
NSG: <17,1>; 
NSJ: <17,4>; 
NSI: <17,3>; 
NSL: <17,6>; 
NSK: <17,5>; 
NSN: <17,8>; 
NSM: <17,7>; 
NSP: <17,10>; 
NSO: <17,9>; 
NSR: <17,2>; 
NSQ: <17,1>; 
NST: <17,4>; 
NSS: <17,3>; 
NSV: <17,6>; 
NSU: <17,5>; 
NSX: <17,8>; 
NSW: <17,7>; 
NSY: <17,9>; 
NTA: <17,10>; 
NTC: <17,2>; 
NTB: <17,1>; 
NTE: <17,4>; 
NTD: <17,3>; 
NTG: <17,6>; 
NTF: <17,5>; 
NTI: <17,8>; 
NTH: <17,7>; 
NTK: <17,10>; 
NTJ: <17,9>; 
NTM: <17,2>; 
NTL: <17,1>; 
NTO: <17,4>; 
NTN: <17,3>; 
NTQ: <17,6>; 
NTP: <17,5>; 
NTS: <17,8>; 
NTR: <17,7>; 
NTU: <17,10>; 
NTT: <17,9>; 
NTW: <17,2>; 
NTV: <17,1>; 
NTY: <17,4>; 
NTX: <17,3>; 
NUB: <17,6>; 
NUA: <17,5>; 
NUD: <17,8>; 
NUC: <17,7>; 
NUF: <17,10>; 
NUE: <17,9>; 
NUH: <17,2>; 
NUG: <17,1>; 
NUJ: <17,4>; 
NUI: <17,3>; 
NUL: <17,6>; 
NUK: <17,5>; 
NUN: <17,8>; 
NUM: <17,7>; 
NUP: <17,10>; 
NUO: <17,9>; 
NUR: <17,2>; 
NUQ: <17,1>; 
NUT: <17,4>; 
NUS: <17,3>; 
NUV: <17,6>; 
NUU: <17,5>; 
NUX: <17,8>; 
NUW: <17,7>; 
NUY: <17,9>; 
NVA: <17,10>; 
NVC: <17,2>; 
NVB: <17,1>; 
NVE: <17,4>; 
NVD: <17,3>; 
NVG: <17,6>; 
NVF: <17,5>; 
NVI: <17,8>; 
NVH: <17,7>; 
NVK: <17,10>; 
NVJ: <17,9>; 
NVM: <17,2>; 
NVL: <17,1>; 
NVO: <17,4>; 
NVN: <17,3>; 
NVQ: <17,6>; 
NVP: <17,5>; 
NVS: <17,8>; 
NVR: <17,7>; 
NVU: <17,10>; 
NVT: <17,9>; 
NVW: <17,2>; 
NVV: <17,1>; 
NVY: <17,4>; 
NVX: <17,3>; 
NWB: <17,6>; 
NWA: <17,5>; 
NWD: <17,8>; 
NWC: <17,7>; 
NWF: <17,10>; 
NWE: <17,9>; 
NWH: <17,2>; 
NWG: <17,1>; 
NWJ: <17,4>; 
NWI: <17,3>; 
NWL: <17,6>; 
NWK: <17,5>; 
NWN: <17,8>; 
NWM: <17,7>; 
NWP: <17,10>; 
NWO: <17,9>; 
NWR: <17,2>; 
NWQ: <17,1>; 
NWT: <17,4>; 
NWS: <17,3>; 
NWV: <17,6>; 
NWU: <17,5>; 
NWX: <17,8>; 
NWW: <17,7>; 
NWY: <17,9>; 
NXA: <17,10>; 
NXC: <17,2>; 
NXB: <17,1>; 
NXE: <17,4>; 
NXD: <17,3>; 
NXG: <17,6>; 
NXF: <17,5>; 
NXI: <17,8>; 
NXH: <17,7>; 
NXK: <17,10>; 
NXJ: <17,9>; 
NXM: <17,2>; 
NXL: <17,1>; 
NXO: <17,4>; 
NXN: <17,3>; 
NXQ: <17,6>; 
NXP: <17,5>; 
NXS: <17,8>; 
NXR: <17,7>; 
NXU: <17,10>; 
NXT: <17,9>; 
NXW: <17,2>; 
NXV: <17,1>; 
NXY: <17,4>; 
NXX: <17,3>; 
NYB: <17,6>; 
NYA: <17,5>; 
NYD: <17,8>; 
NYC: <17,7>; 
NYF: <17,10>; 
NYE: <17,9>; 
NYH: <17,2>; 
NYG: <17,1>; 
NYJ: <17,4>; 
NYI: <17,3>; 
NYL: <17,6>; 
NYK: <17,5>; 
NYN: <17,8>; 
NYM: <17,7>; 
NYP: <17,10>; 
NYO: <17,9>; 
NYR: <17,2>; 
NYQ: <17,1>; 
NYT: <17,4>; 
NYS: <17,3>; 
NYV: <17,6>; 
NYU: <17,5>; 
NYX: <17,8>; 
NYW: <17,7>; 
NYY: <17,9>; 
OAA: <17,10>; 
OAC: <17,2>; 
OAB: <17,1>; 
OAE: <17,4>; 
OAD: <17,3>; 
OAG: <17,6>; 
OAF: <17,5>; 
OAI: <17,8>; 
OAH: <17,7>; 
OAK: <17,10>; 
OAJ: <17,9>; 
OAM: <17,2>; 
OAL: <17,1>; 
OAO: <17,4>; 
OAN: <17,3>; 
OAQ: <17,6>; 
OAP: <17,5>; 
